The Brink's Job,"$7,909,950"
Goin' South,"$7,435,671"
King of the Gypsies,"$7,325,177"
Force 10 from Navarone,"$7,230,000"
Paradise Alley,"$7,185,518"
The Bad News Bears Go to Japan,"$7,092,495"
International Velvet,"$7,009,238"
Blue Collar,"$6,521,083"
Pretty Baby,"$5,786,368"
Gray Lady Down,"$5,438,927"
Brass Target,"$5,011,158"
Caravans,"$3,930,501"
Days of Heaven,"$3,446,749"
Our Winning Season,"$1,997,705"
I Wanna Hold Your Hand,"$1,944,682"
Skateboard,"$1,318,823"
Uncle Joe Shannon,"$494,797"
Nunzio,"$52,195"
Kramer vs. Kramer,"$106,260,000"
The Amityville Horror,"$86,432,000"
Rocky II,"$85,182,160"
Star Trek: The Motion Picture,"$82,258,456"
Alien,"$78,944,891"
Apocalypse Now,"$78,784,010"
10,"$74,865,517"
The Jerk,"$73,691,419"
Moonraker,"$70,308,099"
The Muppet Movie,"$65,200,000"
The Electric Horseman,"$61,801,971"
The China Syndrome,"$51,718,367"
Meatballs,"$43,046,003"
Escape from Alcatraz,"$43,000,000"
The Main Event,"$42,800,000"
Manhattan,"$39,946,780"
All That Jazz,"$37,823,676"
The Black Stallion,"$37,799,643"
The Black Hole,"$35,841,901"
Starting Over,"$35,649,012"
And Justice for All,"$33,300,000"
1941,"$31,755,742"
The Champ,"$30,441,738"
Being There,"$30,177,511"
The Rose,"$29,174,648"
Going in Style,"$26,869,286"
North Dallas Forty,"$26,079,312"
The Warriors,"$22,490,039"
Norma Rae,"$22,228,000"
Buck Rogers in the 25th Century,"$21,671,241"
National Lampoon's Animal House1979 Re-release,"$21,508,877"
The Apple Dumpling Gang Rides Again,"$20,931,111"
La Cage aux Folles,"$20,424,259"
Dracula,"$20,158,970"
When a Stranger Calls,"$20,149,106"
"Same Time, Next Year","$19,703,082"
The Seduction of Joe Tynan,"$19,595,168"
Life of Brian,"$19,398,164"
One Hundred and One Dalmatians1979 Re-release,"$19,000,000"
Prophecy,"$18,389,402"
Breaking Away,"$16,424,918"
Hair,"$15,284,643"
More American Graffiti,"$15,014,674"
Roller Boogie,"$13,253,715"
The Great Train Robbery,"$13,027,857"
The Concorde... Airport '79,"$13,015,688"
Phantasm,"$11,988,469"
The Promise,"$11,606,005"
The Legacy,"$11,364,985"
Fiddler on the Roof1979 Re-release,"$10,404,330"
The Onion Field,"$9,890,597"
The Frisco Kid,"$9,346,177"
Meteor,"$8,400,000"
The Fish That Saved Pittsburgh,"$8,281,246"
Bloodline,"$8,218,695"
The Prisoner of Zenda,"$7,650,600"
Agatha,"$7,500,000"
Americathon,"$6,171,763"
Running,"$6,012,556"
Cuba,"$5,610,280"
Butch and Sundance: The Early Days,"$5,136,913"
Players,"$4,896,094"
The Great Santini,"$4,702,575"
Yanks,"$3,931,010"
Lost and Found,"$3,223,197"
Hanover Street,"$3,000,000"
Voices,"$2,631,244"
Wanda Nevada,"$2,411,145"
Sunburn,"$2,410,776"
Rich Kids,"$1,856,122"
Walk Proud,"$1,675,040"
Last Embrace,"$1,537,125"
Goldengirl,"$1,247,376"
The Passage,"$1,101,186"
Winter Kills,"$1,083,799"
City on Fire,"$784,181"
"A Man, a Woman and a Bank","$683,353"
Five Days from Home,"$641,768"
Fast Charlie... the Moonbeam Rider,"$444,334"
The Human Factor,"$376,050"
Real Life,"$364,642"
An Almost Perfect Affair,"$85,493"
Nest of Vipers,"$27,182"
Star Wars: Episode V - The Empire Strikes Back,"$209,398,025"
9 to 5,"$103,290,500"
Stir Crazy,"$101,300,000"
Airplane!,"$83,453,539"
Any Which Way You Can,"$70,687,344"
Private Benjamin,"$69,847,348"
Coal Miner's Daughter,"$67,182,787"
Smokey and the Bandit II,"$66,132,626"
The Blue Lagoon,"$58,853,106"
The Blues Brothers,"$57,229,890"
Ordinary People,"$54,766,923"
Popeye,"$49,823,037"
Urban Cowboy,"$46,918,287"
The Shining,"$44,017,374"
Seems Like Old Times,"$43,995,918"
Cheech and Chong's Next Movie,"$41,675,194"
Caddyshack,"$39,846,344"
Friday the 13th,"$39,754,601"
Brubaker,"$37,121,708"
Little Darlings,"$34,326,249"
Dressed to Kill,"$31,899,000"
The Jazz Singer,"$27,118,000"
Flash Gordon,"$27,107,960"
Lady and the Tramp1980 Re-release,"$26,114,207"
The Elephant Man,"$26,010,864"
Bronco Billy,"$24,265,659"
Raging Bull,"$23,334,953"
Xanadu,"$22,762,571"
American Gigolo,"$22,743,674"
My Bodyguard,"$22,482,952"
The Fog,"$21,378,361"
Fame,"$21,202,829"
Tess,"$20,093,330"
Altered States,"$19,853,892"
Song of the South,"$19,800,000"
Cruising,"$19,784,223"
The Octagon,"$18,971,000"
The Aristocats,"$18,000,000"
Honeysuckle Rose,"$17,815,212"
Herbie Goes Bananas,"$17,000,000"
Rough Cut,"$16,656,125"
The Final Countdown,"$16,647,800"
The Hunter,"$16,274,150"
Hero at Large,"$15,934,737"
The Long Riders,"$15,795,189"
The Island,"$15,716,828"
Close Encounters of the Third Kind1980 Special Edition,"$15,693,175"
First Family,"$15,198,912"
Prom Night,"$14,796,236"
The Nude Bomb,"$14,662,035"
"Oh, God! Book II","$14,504,277"
The Competition,"$14,287,755"
Wholly Moses!,"$14,155,617"
Mary Poppins1980 Re-release,"$14,000,000"
The Last Married Couple in America,"$12,835,544"
Used Cars,"$11,715,321"
The Last Flight of Noah's Ark,"$11,000,000"
The Mirror Crack'd,"$11,000,000"
The Fiendish Plot of Dr. Fu Manchu,"$10,697,276"
Stardust Memories,"$10,389,003"
The Hollywood Knights,"$10,000,000"
Serial,"$9,870,727"
Somewhere in Time,"$9,709,597"
Tribute,"$9,000,000"
Saturn 3,"$9,000,000"
The Formula,"$8,894,289"
Mad Max,"$8,750,000"
Battle Creek Brawl,"$8,527,743"
The Awakening,"$8,415,112"
Fatso,"$7,653,061"
How to Beat the High Cost of Living,"$7,500,000"
How to Become a Detective,"$7,500,000"
Foxes,"$7,470,348"
The Big Red One,"$7,206,220"
The Stunt Man,"$7,063,886"
Where the Buffalo Roam,"$6,659,377"
The Gong Show Movie,"$6,621,520"
Motel Hell,"$6,342,668"
Little Miss Marker,"$6,321,392"
Oh Heavenly Dog,"$6,216,067"
Divine Madness,"$5,318,098"
In God We Trust (or Gimme That Prime Time Religion),"$5,215,015"
He Knows You're Alone,"$4,875,436"
Coast to Coast,"$4,495,445"
Melvin and Howard,"$4,309,490"
Roadie,"$4,226,370"
Gloria,"$4,059,673"
Jaws 21980 Re-release,"$4,028,735"
Kagemusha,"$4,000,000"
Resurrection,"$3,910,019"
Hide in Plain Sight,"$3,806,930"
Guyana: Cult of the Damned,"$3,798,102"
When Time Ran Out...,"$3,763,988"
Heaven's Gate,"$3,484,331"
North Sea Hijack,"$2,993,772"
Midnight Madness,"$2,900,000"
Loving Couples,"$2,806,659"
The Idolmaker,"$2,625,716"
The Black Marble,"$2,500,000"
Gilda Live,"$2,261,507"
Windows,"$2,128,395"
Just Tell Me What You Want,"$2,086,905"
"Bon Voyage, Charlie Brown (and Don't Come Back!!)","$2,013,193"
Carny,"$1,817,720"
When a Stranger Calls1980 Re-release,"$1,262,052"
Why Would I Lie?,"$1,175,855"
Nijinsky,"$1,047,454"
Heart Beat,"$954,046"
One-Trick Pony,"$843,215"
"Those Lips, Those Eyes","$804,713"
A Small Circle of Friends,"$766,760"
Leo and Loree,"$517,988"
Home Movies,"$89,134"
Phobia,"$59,167"
Breaking Glass,"$2,471"
Raiders of the Lost Ark,"$212,222,025"
On Golden Pond,"$119,285,432"
Superman II,"$108,185,706"
Arthur,"$95,461,682"
Stripes,"$85,297,000"
The Cannonball Run,"$72,179,579"
Chariots of Fire,"$58,972,904"
For Your Eyes Only,"$54,812,802"
The Four Seasons,"$50,427,646"
Time Bandits,"$42,365,581"
Clash of the Titans,"$41,092,328"
Absence of Malice,"$40,716,963"
Reds,"$40,382,659"
The Fox and the Hound,"$39,900,000"
Tarzan the Ape Man,"$36,565,280"
Taps,"$35,856,053"
Sharky's Machine,"$35,610,100"
Excalibur,"$34,967,437"
History of the World: Part I,"$31,672,907"
Bustin' Loose,"$31,261,269"
The Great Muppet Caper,"$31,206,251"
Endless Love,"$31,184,024"
An American Werewolf in London,"$30,565,292"
Neighbors,"$29,916,207"
Fort Apache the Bronx,"$29,200,000"
Cinderella1981 Re-release,"$28,040,000"
The French Lieutenant's Woman,"$26,890,068"
Private Lessons,"$26,279,000"
Modern Problems,"$26,154,211"
Halloween II,"$25,533,818"
Only When I Laugh,"$25,524,778"
Escape from New York,"$25,244,626"
Body Heat,"$24,058,838"
Ghost Story,"$23,371,905"
Friday the 13th Part 2,"$21,722,776"
The Final Conflict,"$20,471,382"
The Incredible Shrinking Woman,"$20,259,961"
Mommie Dearest,"$19,032,261"
Paternity,"$18,838,812"
Under the Rainbow,"$18,826,490"
The Howling,"$17,985,893"
Eye of the Needle,"$17,583,634"
Take This Job and Shove It,"$17,569,027"
Outland,"$17,374,595"
The Devil and Max Devlin,"$16,000,000"
Caveman,"$15,965,924"
Continental Divide,"$15,578,237"
The Night the Lights Went Out in Georgia,"$14,923,752"
Ragtime,"$14,920,781"
Nighthawks,"$14,905,359"
S.O.B.,"$14,867,086"
Rich and Famous,"$14,492,125"
Scanners,"$14,225,876"
Dragonslayer,"$14,110,013"
True Confessions,"$12,850,276"
Atlantic City,"$12,729,675"
The Legend of the Lone Ranger,"$12,617,845"
First Monday in October,"$12,480,249"
The Postman Always Rings Twice,"$12,376,625"
Blow Out,"$12,000,000"
Back Roads,"$11,809,387"
Thief,"$11,492,915"
Victory,"$10,853,418"
Rollover,"$10,851,261"
Wolfen,"$10,626,725"
Carbon Copy,"$9,566,593"
Pennies from Heaven,"$9,171,289"
Deadly Blessing,"$8,279,042"
Whose Life Is It Anyway?,"$8,206,145"
Prince of the City,"$8,124,257"
The Funhouse,"$7,886,857"
Buddy Buddy,"$7,258,543"
La Cage aux Folles II,"$6,950,125"
...All the Marbles,"$6,468,195"
Eyewitness,"$6,400,000"
Gallipoli,"$5,732,587"
My Bloody Valentine,"$5,672,031"
Going Ape!,"$5,504,218"
The Dogs of War,"$5,484,132"
Student Bodies,"$5,165,432"
The Watcher in the Woods,"$5,000,000"
All Night Long,"$4,454,295"
The Pursuit of D.B. Cooper,"$3,702,028"
Zoot Suit,"$3,256,082"
The Fan,"$3,082,096"
The Last Metro,"$3,007,436"
Gas,"$2,869,425"
Modern Romance,"$2,863,642"
The Hand,"$2,447,576"
Heartbeeps,"$2,154,696"
This Is Elvis,"$2,028,612"
Sphinx,"$2,022,771"
Honky Tonk Freeway,"$2,004,742"
Raggedy Man,"$1,976,198"
King of the Mountain,"$1,791,147"
Cutter's Way,"$1,729,274"
Silence of the North,"$1,622,898"
From Mao to Mozart: Isaac Stern in China,"$1,205,934"
Night School,"$1,169,875"
Eyes of a Stranger,"$1,118,634"
Herbie Goes Bananas1981 Re-release,"$1,000,000"
Herbie Goes to Monte Carlo1981 Re-release,"$1,000,000"
Sunday Lovers,"$621,931"
Beyond the Reef,"$547,525"
Cattle Annie and Little Britches,"$534,816"
Hard Country,"$534,653"
Man of Iron,"$492,035"
Kelly,"$469,777"
Freaky Friday1981 Re-release,"$300,000"
The Sea Wolves,"$220,181"
Second-Hand Hearts,"$19,450"
Glen or Glenda1981 Re-release,"$10,158"
E.T. the Extra-Terrestrial,"$359,197,037"
Tootsie,"$177,200,000"
An Officer and a Gentleman,"$129,795,554"
Rocky III,"$124,146,897"
Porky's,"$105,492,483"
Star Trek II: The Wrath of Khan,"$78,912,963"
48 Hrs.,"$78,868,508"
Poltergeist,"$76,606,280"
The Best Little Whorehouse in Texas,"$69,701,637"
Annie,"$57,059,003"
The Verdict,"$53,977,250"
Gandhi,"$52,767,889"
First Blood,"$47,212,904"
The Toy,"$47,118,057"
Firefox,"$46,708,276"
The Dark Crystal,"$40,577,001"
Conan the Barbarian,"$39,565,475"
The Sword and the Sorcerer,"$39,103,425"
Best Friends,"$36,821,203"
Richard Pryor: Live on the Sunset Strip,"$36,299,720"
Friday the 13th: Part 3,"$34,581,519"
Tron,"$33,000,000"
Young Doctors in Love,"$30,688,860"
Sophie's Choice,"$30,036,000"
The World According to Garp,"$29,712,172"
Victor/Victoria,"$28,215,453"
Blade Runner,"$27,580,111"
Airplane II: The Sequel,"$27,150,534"
Fast Times at Ridgemont High,"$27,092,880"
Some Kind of Hero,"$23,671,186"
The Road Warrior,"$23,667,907"
Bambi1982 Re-release,"$23,000,000"
Pink Floyd: The Wall,"$22,244,207"
Raiders of the Lost Ark1982 Re-release,"$21,437,879"
Things Are Tough All Over,"$21,134,374"
Night Shift,"$21,095,638"
Creepshow,"$21,028,755"
Quest for Fire,"$20,959,585"
The Man from Snowy River,"$20,659,423"
Six Pack,"$20,225,989"
My Favorite Year,"$20,123,620"
The Thing,"$19,629,760"
Deathtrap,"$19,282,134"
Dead Men Don't Wear Plaid,"$18,196,170"
Peter Pan1982 Re-release,"$17,200,000"
Zapped!,"$16,897,768"
They Call Me Bruce,"$16,894,678"
Death Wish II,"$16,100,000"
Kiss Me Goodbye,"$15,782,759"
Star Wars: Episode IV - A New Hope1982 Re-release,"$15,476,785"
Grease 2,"$15,171,476"
The Secret of NIMH,"$14,665,733"
Halloween III: Season of the Witch,"$14,400,000"
Diner,"$14,099,953"
The Beastmaster,"$14,056,528"
Missing,"$14,000,000"
Star Wars: Episode V - The Empire Strikes Back1982 Re-release,"$13,276,241"
Visiting Hours,"$13,258,670"
Vice Squad,"$13,253,583"
Author! Author!,"$13,111,101"
Amityville II: The Possession,"$12,534,817"
Monsignor,"$12,408,066"
Making Love,"$11,897,978"
The Seduction,"$11,378,339"
Das Boot,"$10,915,250"
Silent Rage,"$10,490,791"
Savannah Smiles,"$10,413,170"
Class Reunion,"$10,054,150"
Hanky Panky,"$9,823,934"
Shoot the Moon,"$9,217,530"
A Midsummer Night's Sex Comedy,"$9,077,269"
Trail of the Pink Panther,"$9,056,073"
If You Could See What I Hear,"$8,693,512"
Night Crossing,"$8,000,000"
The Pirate Movie,"$7,983,086"
The Beast Within,"$7,742,572"
Tex,"$7,400,000"
The Missionary,"$7,241,180"
Cat People,"$7,000,000"
I Ought to Be in Pictures,"$6,968,359"
The Amateur,"$6,892,098"
Six Weeks,"$6,668,025"
Forced Vengeance,"$6,660,333"
The Last Unicorn,"$6,455,330"
The Soldier,"$6,328,816"
The Border,"$6,118,683"
Evil Under the Sun,"$6,110,000"
Partners,"$6,062,898"
Still of the Night,"$5,979,947"
The Last American Virgin,"$5,829,781"
Megaforce,"$5,675,599"
Personal Best,"$5,672,311"
Paradise,"$5,588,800"
Cannery Row,"$5,301,539"
Venom,"$5,229,643"
Inchon,"$5,200,986"
Heidi's Song,"$5,124,391"
Tempest,"$5,005,245"
Summer Lovers,"$4,968,000"
Honkytonk Man,"$4,484,991"
Jekyll and Hyde... Together Again,"$3,792,188"
Wrong Is Right,"$3,583,513"
Fighting Back,"$3,355,948"
Penitentiary II,"$3,178,542"
The Challenge,"$2,977,706"
Homework,"$2,914,328"
Jinxed!,"$2,869,638"
It Came from Hollywood,"$2,573,342"
A Stranger Is Watching,"$2,519,559"
A Little Sex,"$2,370,376"
"Yes, Giorgio","$2,279,543"
Barbarosa,"$1,736,123"
"I, the Jury","$1,515,578"
Endangered Species,"$1,474,249"
The Sender,"$1,054,328"
Lookin' to Get Out,"$946,461"
"Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean","$840,958"
The House Where Evil Dwells,"$667,863"
One from the Heart,"$636,796"
The Weavers: Wasn't That a Time,"$524,203"
Monty Python Live at the Hollywood Bowl,"$327,958"
I'm Dancing as Fast as I Can,"$291,390"
Split Image,"$263,635"
Five Days One Summer,"$199,078"
The Escape Artist,"$143,369"
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,"$78,350"
Movie Madness,"$63,405"
White Dog,"$46,509"
Hammett,"$42,914"
"Ladies and Gentlemen, the Fabulous Stains","$25,728"
Love & Money,"$14,009"
Star Wars: Episode VI - Return of the Jedi,"$252,583,617"
Terms of Endearment,"$108,423,489"
Flashdance,"$92,921,203"
Trading Places,"$90,404,800"
WarGames,"$79,567,667"
Octopussy,"$67,893,619"
Sudden Impact,"$67,642,693"
Staying Alive,"$64,892,670"
Mr. Mom,"$64,783,827"
Risky Business,"$63,541,777"
National Lampoon's Vacation,"$61,399,552"
Superman III,"$59,950,623"
The Big Chill,"$56,342,711"
Never Say Never Again,"$55,432,841"
Jaws 3-D,"$45,517,055"
Scarface,"$44,668,798"
Blue Thunder,"$42,313,354"
Yentl,"$40,218,899"
Silkwood,"$35,615,609"
Psycho II,"$34,725,000"
Porky's II: The Next Day,"$33,759,266"
Uncommon Valor,"$30,503,151"
Snow White and the Seven Dwarfs1983 Re-release,"$30,100,000"
Never Cry Wolf,"$29,600,000"
Twilight Zone: The Movie,"$29,450,919"
Easy Money,"$29,309,766"
High Road to China,"$28,445,927"
The Outsiders,"$25,697,647"
Spring Break,"$24,071,666"
Two of a Kind,"$23,646,952"
My Tutor,"$22,587,834"
Class,"$21,667,789"
The Right Stuff,"$21,192,102"
Cujo,"$21,156,152"
Christine,"$21,017,849"
The Rescuers1983 Re-release,"$21,000,000"
The Dead Zone,"$20,766,616"
Breathless,"$19,910,002"
A Christmas Story,"$19,294,144"
Max Dugan Returns,"$17,613,720"
Valley Girl,"$17,343,596"
All the Right Moves,"$17,233,166"
Krull,"$16,519,460"
Spacehunter: Adventures in the Forbidden Zone,"$16,478,265"
Richard Pryor... Here and Now,"$16,156,776"
D.C. Cab,"$16,134,627"
Gorky Park,"$15,856,028"
Still Smokin,"$15,543,710"
The Meaning of Life,"$14,929,552"
Educating Rita,"$14,648,076"
Private School,"$14,049,540"
The Survivors,"$14,000,000"
The Entity,"$13,277,558"
Revenge of the Ninja,"$13,168,027"
To Be or Not to Be,"$13,030,214"
Stroker Ace,"$13,000,000"
Lone Wolf McQuade,"$12,232,628"
The Black Stallion Returns,"$12,049,108"
The Sword in the Stone,"$12,000,000"
Deathstalker,"$11,919,250"
Zelig,"$11,798,616"
The Lords of Discipline,"$11,787,127"
Raiders of the Lost Ark1983 Re-release,"$11,374,454"
The Smurfs and the Magic Flute,"$11,234,220"
The Man Who Loved Women,"$10,964,231"
Hercules,"$10,676,194"
The House on Sorority Row,"$10,604,986"
Doctor Detroit,"$10,375,893"
Deal of the Century,"$10,369,581"
The Man with Two Brains,"$10,353,438"
The Year of Living Dangerously,"$10,278,575"
Brainstorm,"$10,219,460"
Lovesick,"$10,171,304"
Without a Trace,"$9,632,062"
Bad Boys,"$9,190,819"
Rear Window1983 Re-release,"$9,084,420"
Strange Brew,"$8,571,374"
Tender Mercies,"$8,443,124"
Something Wicked This Way Comes,"$8,400,000"
10 to Midnight,"$7,175,592"
Romantic Comedy,"$6,857,733"
Fanny and Alexander,"$6,783,304"
Nightmares,"$6,670,680"
The Golden Seal,"$6,666,725"
The Osterman Weekend,"$6,486,797"
Star 80,"$6,472,990"
The Sting II,"$6,347,072"
Amityville 3-D,"$6,333,135"
Chained Heat,"$6,149,983"
Beyond the Limit,"$5,997,566"
The Hunger,"$5,979,292"
Local Hero,"$5,895,761"
Porky's1983 Re-release,"$5,797,190"
Under Fire,"$5,696,391"
Smokey and the Bandit Part 3,"$5,678,950"
A Night in Heaven,"$5,563,663"
The Star Chamber,"$5,555,305"
The Grey Fox,"$5,516,140"
Vertigo1983 Re-release,"$5,343,461"
The Dresser,"$5,310,748"
Metalstorm: The Destruction of Jared-Syn,"$5,301,085"
Vigilante,"$5,091,888"
Eddie and the Cruisers,"$4,786,789"
Curse of the Pink Panther,"$4,491,986"
Mortuary,"$4,319,001"
Trenchcoat,"$4,304,286"
Yellowbeard,"$4,300,000"
The Keep,"$4,218,594"
Joysticks,"$3,952,448"
Let's Spend the Night Together,"$3,821,199"
La Traviata,"$3,783,329"
The Return of Martin Guerre,"$3,704,433"
Running Brave,"$3,000,000"
Yor: The Hunter from the Future,"$2,810,199"
The Final Option,"$2,666,873"
The King of Comedy,"$2,536,242"
Rumble Fish,"$2,494,480"
The Man Who Wasn't There,"$2,443,487"
Table for Five,"$2,439,705"
Tough Enough,"$2,433,722"
The Evil Dead,"$2,400,000"
"Man, Woman and Child","$2,314,561"
Merry Christmas Mr. Lawrence,"$2,306,560"
The Draughtsman's Contract,"$2,256,246"
The Night of the Shooting Stars,"$2,251,121"
Videodrome,"$2,120,439"
Friday the 13th: Part 31983 Re-release,"$2,108,548"
Screwballs,"$2,082,215"
Testament,"$2,044,892"
Pieces,"$2,032,311"
Savage Islands,"$1,963,756"
Baby It's You,"$1,867,792"
Heat and Dust,"$1,741,435"
Koyaanisqatsi,"$1,723,872"
Stryker,"$1,723,487"
Get Crazy,"$1,645,711"
Lianna,"$1,530,839"
Strange Invaders,"$1,362,303"
Losin' It,"$1,246,141"
The Lonely Lady,"$1,223,200"
Possession,"$1,113,538"
"Say Amen, Somebody","$1,108,299"
Of Unknown Origin,"$1,080,470"
Getting It On,"$975,414"
Rocky III1983 Re-release,"$902,228"
American Playhouse: The Ballad of Gregorio Cortez,"$804,963"
Lonely Hearts,"$777,087"
Fire and Ice,"$760,883"
The Pirates of Penzance,"$694,497"
Daniel,"$687,475"
Poltergeist1983 Re-release,"$536,108"
Streamers,"$378,452"
Britannia Hospital,"$375,713"
Boarding School,"$306,061"
Heart Like a Wheel,"$272,278"
Puberty Blues,"$237,000"
The Girl with the Red Hair,"$39,001"
Rock & Rule,"$30,379"
Beverly Hills Cop,"$234,760,478"
Ghostbusters,"$229,242,989"
Indiana Jones and the Temple of Doom,"$179,870,271"
Gremlins,"$148,168,459"
The Karate Kid,"$90,815,558"
Police Academy,"$81,198,894"
Footloose,"$80,035,402"
Romancing the Stone,"$76,572,238"
Star Trek III: The Search for Spock,"$76,471,046"
Splash,"$69,821,334"
Purple Rain,"$68,392,977"
Amadeus,"$51,564,280"
Tightrope,"$48,143,579"
The Natural,"$47,951,979"
"Greystoke: The Legend of Tarzan, Lord of the Apes","$45,858,563"
Revenge of the Nerds,"$40,874,452"
2010: The Year We Make Contact,"$40,400,657"
Breakin',"$38,682,707"
Bachelor Party,"$38,435,947"
Red Dawn,"$38,376,497"
The Terminator,"$38,371,200"
City Heat,"$38,348,988"
All of Me,"$36,403,064"
Places in the Heart,"$34,901,614"
The Killing Fields,"$34,700,291"
Friday the 13th: The Final Chapter,"$32,980,880"
Conan the Destroyer,"$31,042,035"
Dune,"$30,925,690"
The Gods Must Be Crazy,"$30,031,783"
Starman,"$28,744,356"
The Last Starfighter,"$28,733,290"
Cannonball Run II,"$28,078,073"
Teachers,"$27,774,237"
A Passage to India,"$27,187,653"
Pinocchio1984 Re-release,"$26,414,038"
Protocol,"$26,186,631"
Micki + Maude,"$26,080,861"
The Cotton Club,"$25,928,721"
The Muppets Take Manhattan,"$25,534,703"
A Nightmare on Elm Street,"$25,504,513"
The Woman in Red,"$25,308,147"
Moscow on the Hudson,"$25,068,724"
The Flamingo Kid,"$23,859,382"
Sixteen Candles,"$23,686,027"
The Jungle Book1984 Re-release,"$23,456,945"
Missing in Action,"$22,812,411"
A Soldier's Story,"$21,821,347"
Against All Odds,"$21,689,062"
"Oh, God! You Devil","$21,538,850"
Rhinestone,"$21,435,321"
Weekend Pass,"$21,058,033"
Top Secret!,"$20,458,340"
Hot Dog... The Movie,"$20,307,325"
The NeverEnding Story,"$20,158,808"
Unfaithfully Yours,"$19,928,200"
Best Defense,"$19,265,302"
Blame It on Rio,"$18,644,570"
Lassiter,"$17,513,452"
Angel,"$17,488,564"
Johnny Dangerously,"$17,124,395"
Firestarter,"$17,080,167"
Beat Street,"$16,595,791"
Breakin' 2: Electric Boogaloo,"$15,101,131"
Children of the Corn,"$14,568,989"
Night of the Comet,"$14,418,922"
Supergirl,"$14,296,438"
The Ice Pirates,"$14,255,801"
The Evil That Men Do,"$13,102,025"
Irreconcilable Differences,"$12,414,210"
Dreamscape,"$12,145,169"
Up the Creek,"$11,708,269"
The River,"$11,489,982"
Tank,"$11,302,884"
Falling in Love,"$11,129,057"
Hard to Hold,"$11,113,806"
The Wild Life,"$11,020,375"
Broadway Danny Rose,"$10,600,497"
Where the Boys Are,"$10,530,000"
Thief of Hearts,"$10,435,015"
Terror in the Aisles,"$10,004,817"
Cloak and Dagger,"$9,719,952"
Country,"$9,640,000"
Bolero,"$8,914,881"
Body Double,"$8,801,940"
Oxford Blues,"$8,793,152"
The Bounty,"$8,613,462"
1984,"$8,430,492"
Reckless,"$8,289,916"
The Philadelphia Experiment,"$8,103,330"
Streets of Fire,"$8,089,290"
Just the Way You Are,"$7,889,694"
The Little Drummer Girl,"$7,828,841"
Ninja III: The Domination,"$7,610,785"
Iceman,"$7,343,032"
Hardbodies,"$7,121,719"
Alphabet City,"$7,035,585"
The Pope of Greenwich Village,"$6,836,201"
Runaway,"$6,770,587"
Swing Shift,"$6,650,206"
The Razor's Edge,"$6,551,987"
The Adventures of Buckaroo Banzai Across the 8th Dimension,"$6,254,148"
Firstborn,"$6,250,994"
Racing with the Moon,"$6,045,647"
Sheena,"$5,778,353"
The Lonely Guy,"$5,718,573"
Meatballs Part II,"$5,410,972"
